price,area,mainroad,guestroom,basement,hotwaterheating,airconditioning,prefarea,furnishingstatus_semi_furnished,furnishingstatus_unfurnished,bathrooms_2,bathrooms_3,bathrooms_4,stories_2,stories_3,stories_4,parking_1,parking_2,parking_3,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5,bedrooms_6
8750000,4320,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
8680000,7155,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
8645000,8050,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
8645000,4560,True,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
8575000,8800,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
8540000,6540,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
8463000,6000,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
8400000,8875,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
8400000,7950,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False
8400000,5500,True,False,True,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
8400000,7475,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False
8400000,7000,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
8295000,4880,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
8190000,5960,True,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False
8120000,6840,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
8080940,7000,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
8043000,7482,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
7980000,9000,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
7962500,6000,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
7910000,6000,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
7875000,6550,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
7840000,6360,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
7700000,6480,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False
7700000,6000,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
7560000,6000,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
7560000,6000,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
7525000,6000,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
7490000,6600,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
7455000,4300,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False
7420000,7440,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
7420000,7440,True,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False
7420000,6325,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
7350000,6000,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
7350000,5150,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
7350000,6000,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
7350000,6000,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
7245000,9000,True,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
7210000,7680,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
7210000,6000,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
7140000,6000,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
7070000,8880,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
7070000,6240,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
7035000,6360,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
6930000,8880,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
6895000,7700,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
6860000,6000,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
6790000,4000,True,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
6755000,6000,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
6720000,5020,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
6685000,6600,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
6650000,4040,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
6650000,4260,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
6650000,6420,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
6650000,6500,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
6650000,5700,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
6650000,6000,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
6629000,6000,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
6615000,4000,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
6615000,10500,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
6580000,6000,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
6510000,3760,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
6510000,8250,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
6510000,6670,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
6475000,3960,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
6475000,7410,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
6440000,8580,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
6440000,5000,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
6419000,6750,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
6405000,4800,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
6300000,7200,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
6300000,6000,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
6300000,4100,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
6300000,9000,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
6300000,6400,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
6293000,6600,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
6265000,6000,True,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
6230000,6600,True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
6230000,5500,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
6195000,5500,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
6195000,6350,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
6195000,5500,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
6160000,4500,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
6160000,5450,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
6125000,6420,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
6107500,3240,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
6090000,6615,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
6090000,6600,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
6090000,8372,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
6083000,4300,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
6083000,9620,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
6020000,6800,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
6020000,8000,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
6020000,6900,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
5950000,3700,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
5950000,6420,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5950000,7020,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
5950000,6540,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
5950000,7231,True,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
5950000,6254,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
5950000,7320,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
5950000,6525,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
5880000,7160,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
5880000,6500,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
5873000,5500,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
5866000,4800,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5810000,5828,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
5810000,5200,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5810000,4800,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5803000,7000,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
5775000,6000,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
5740000,5400,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False
5740000,4640,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
5740000,5000,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5740000,6360,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
5740000,5800,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
5652500,6660,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
5600000,10500,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
5600000,4800,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
5600000,4700,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
5600000,5000,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
5600000,10500,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
5600000,5500,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
5600000,6360,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5600000,6600,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5600000,5136,True,True,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
5565000,4400,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
5565000,5400,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5530000,3300,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
5530000,3650,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
5530000,6100,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
5523000,6900,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5495000,2817,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
5495000,7980,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
5460000,3150,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
5460000,6210,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
5460000,6100,True,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5460000,6600,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
5425000,6825,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5390000,6710,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
5383000,6450,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
5320000,7800,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
5285000,4600,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
5250000,4260,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
5250000,6540,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
5250000,5500,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
5250000,10269,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
5250000,8400,True,True,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
5250000,5300,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5250000,3800,True,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
5250000,9800,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
5250000,8520,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
5243000,6050,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5229000,7085,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
5215000,3180,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
5215000,4500,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
5215000,7200,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
5145000,3410,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
5145000,7980,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
5110000,3000,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
5110000,3000,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
5110000,6100,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5075000,5720,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
5040000,3540,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5040000,7600,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
5040000,6600,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5033000,4800,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5005000,8150,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
4970000,4410,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
4970000,7686,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4956000,2800,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
4935000,5948,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4907000,4200,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4900000,4520,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4900000,4095,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4900000,4120,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
4900000,5400,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
4900000,4770,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4900000,6300,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
4900000,5800,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4900000,3000,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4900000,2970,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4900000,6720,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4900000,4646,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
4893000,3420,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
4893000,4995,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
4865000,4350,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4830000,4160,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4830000,6040,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
4830000,6862,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
4830000,4815,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4795000,7000,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4795000,8100,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
4767000,3420,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
4760000,9166,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
4760000,6321,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4760000,10240,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
4753000,6440,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
4690000,5170,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4690000,6000,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
4690000,3630,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
4690000,9667,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
4690000,5400,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4690000,4320,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4655000,3745,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4620000,4160,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4620000,3880,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
4620000,5680,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4620000,2870,True,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4620000,5010,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4613000,4510,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
4585000,4000,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4585000,3840,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4550000,3760,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
4550000,3640,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4550000,2550,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4550000,5320,True,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4550000,5360,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
4550000,3520,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4550000,8400,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
4543000,4100,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
4543000,4990,True,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
4515000,3510,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4515000,3450,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4515000,9860,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4515000,3520,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4480000,4510,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
4480000,5885,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
4480000,4000,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
4480000,8250,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4480000,4040,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4473000,6360,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
4473000,3162,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4473000,3510,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4445000,3750,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4410000,3968,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4410000,4900,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4403000,2880,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4403000,4880,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
4403000,4920,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4382000,4950,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
4375000,3900,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4340000,4500,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
4340000,1905,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4340000,4075,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
4340000,3500,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
4340000,6450,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
4319000,4032,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4305000,4400,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
4305000,10360,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
4277000,3400,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
